Sex,MaritalStatus,Age,Education,Occupation,YearsInSf,DualIncome,HouseholdMembers,UnderEighteen,HouseholdStatus,TypeOfHome,EthnicClass,Language,Income
two,three,seven,four,one,five,one,two,zero,two,two,seven,one,eight
two,five,two,three,four,unknown,one,three,zero,three,one,seven,one,two
two,one,two,four,five,unknown,three,two,zero,two,three,seven,one,five
two,five,one,two,four,five,one,five,two,two,unknown,seven,one,nine
two,five,two,four,six,five,one,three,zero,three,one,seven,one,one
two,five,two,four,six,five,one,five,zero,three,one,seven,one,one
two,five,three,six,one,three,one,two,one,two,one,seven,one,four
one,five,seven,six,eight,five,one,two,zero,one,one,seven,one,eight
one,five,two,four,three,unknown,one,five,zero,three,one,eight,one,one
two,two,one,two,two,five,one,four,one,two,three,seven,one,three
one,one,three,four,one,three,two,two,zero,two,one,seven,one,eight
two,five,two,four,six,unknown,one,three,zero,three,one,seven,one,one
one,five,three,four,six,five,one,three,zero,three,one,seven,one,nine
one,five,four,five,one,unknown,one,one,zero,one,one,seven,one,nine
one,five,two,five,one,two,one,one,zero,two,three,seven,one,six
one,one,three,five,seven,unknown,three,two,zero,two,three,seven,one,five
one,five,three,five,six,five,one,one,zero,two,three,seven,one,two
two,one,two,four,seven,one,two,two,zero,two,five,seven,one,six
one,three,seven,four,eight,five,one,one,zero,one,two,seven,one,six
one,five,two,four,two,five,one,three,one,three,one,seven,one,seven
one,one,seven,four,eight,five,three,two,zero,one,unknown,seven,one,six
two,five,two,two,three,five,one,four,one,three,one,three,one,one
one,one,seven,five,eight,five,three,two,zero,one,one,seven,one,eight
one,five,two,four,four,five,one,one,zero,two,three,seven,one,two
one,one,seven,four,eight,unknown,three,two,zero,one,one,seven,one,nine
one,five,two,five,one,two,one,one,zero,two,three,seven,one,two
one,one,six,three,eight,unknown,three,two,zero,one,one,seven,one,five
one,five,three,one,unknown,unknown,one,unknown,zero,one,three,five,two,one
one,five,one,two,two,unknown,one,four,one,three,five,seven,one,nine
two,one,seven,five,four,five,two,two,zero,one,one,seven,three,four
one,one,four,four,three,five,two,four,two,two,three,seven,one,four
one,five,one,two,four,five,one,four,one,three,one,seven,one,one
one,five,one,two,six,five,one,three,one,three,one,seven,one,one
one,five,one,two,four,five,one,four,two,three,one,seven,one,nine
one,five,three,four,one,one,one,one,zero,one,one,five,one,five
two,five,two,four,six,unknown,one,four,one,three,one,seven,one,eight
one,five,two,four,six,five,one,four,one,three,one,seven,one,nine
two,five,one,two,six,five,one,four,one,three,one,seven,one,one
two,five,one,two,six,unknown,one,four,two,three,one,seven,one,one
two,five,two,three,four,five,one,two,zero,two,three,seven,one,three
one,five,six,three,one,five,one,two,zero,two,one,seven,one,six
one,five,two,three,seven,five,one,four,zero,one,five,seven,one,one
one,five,two,four,one,five,one,two,zero,two,one,six,one,two
one,five,three,four,eight,four,one,one,zero,two,two,seven,one,six
two,one,seven,six,eight,five,three,two,zero,one,one,seven,one,two
one,five,two,three,two,three,one,four,zero,three,one,seven,one,two
one,five,two,two,three,five,one,three,one,one,one,seven,one,one
one,unknown,one,two,two,three,three,three,three,two,two,seven,one,one
one,five,two,five,one,two,one,one,zero,two,three,seven,one,two
two,five,one,two,two,five,one,three,one,three,one,seven,one,one
two,five,two,four,six,five,one,three,zero,three,two,seven,one,one
two,five,two,four,six,five,one,five,zero,three,one,seven,one,one
one,five,three,three,two,five,one,one,zero,one,one,seven,one,nine
two,five,one,two,two,two,one,three,two,two,three,eight,one,two
one,five,two,three,three,five,one,two,zero,two,three,seven,one,two
one,one,seven,six,eight,five,three,two,zero,one,one,seven,one,eight
one,five,three,five,nine,five,one,one,zero,two,one,seven,one,one
two,three,five,four,four,three,one,two,zero,two,five,seven,one,two
one,five,one,two,three,five,one,six,two,three,one,seven,one,eight
one,five,two,four,unknown,five,one,four,zero,three,one,unknown,one,one
one,five,three,four,three,unknown,one,two,zero,three,one,seven,one,two
one,two,four,four,one,two,one,two,zero,two,three,seven,one,seven
one,five,three,four,six,three,one,two,zero,two,three,seven,one,two
two,five,two,two,six,five,one,four,one,three,one,two,one,six
two,five,one,two,six,one,one,four,one,three,one,seven,one,one
two,one,seven,four,eight,five,three,two,zero,one,one,seven,one,eight
two,one,six,four,eight,five,three,two,zero,one,two,seven,one,seven
two,five,two,three,two,two,one,four,zero,three,one,seven,one,one
one,one,seven,six,eight,five,three,two,zero,one,one,seven,one,eight
one,one,seven,two,eight,five,three,two,zero,one,one,seven,one,two
one,five,two,three,nine,unknown,one,one,zero,three,three,five,two,two
two,two,one,three,nine,four,three,five,three,three,one,seven,one,nine
one,five,two,two,six,five,one,three,zero,three,one,five,two,eight
one,five,two,two,six,five,one,four,two,three,one,three,one,nine
two,one,six,six,eight,five,three,unknown,zero,one,one,seven,unknown,eight
two,four,seven,four,eight,unknown,one,one,zero,one,one,seven,one,three
two,one,six,five,one,five,two,two,zero,one,one,seven,one,eight
one,five,two,four,two,five,one,four,zero,three,one,seven,one,eight
two,one,four,six,one,four,two,four,two,one,one,seven,one,seven
two,one,seven,four,eight,two,three,two,zero,one,one,seven,one,five
one,one,seven,four,eight,three,three,two,zero,one,one,seven,one,six
one,three,five,three,one,two,one,one,zero,two,one,seven,one,nine
two,five,two,four,six,unknown,one,unknown,zero,two,three,seven,one,one
two,five,three,five,one,one,one,five,zero,two,one,seven,one,eight
two,five,two,five,one,one,one,three,zero,two,one,seven,one,four
one,one,seven,five,one,five,three,two,zero,one,one,seven,one,seven
one,five,two,four,four,two,one,three,zero,two,two,seven,one,one
one,five,two,three,four,one,one,two,zero,two,one,seven,one,one
two,four,five,six,eight,five,one,four,zero,one,one,seven,unknown,four
one,one,three,four,one,four,two,two,zero,two,unknown,seven,one,four
two,one,four,five,one,five,two,three,one,one,one,two,one,eight
two,five,one,two,six,unknown,one,four,one,three,one,seven,one,one
two,one,four,three,five,unknown,three,four,one,one,one,seven,one,six
two,five,two,four,six,five,one,three,zero,three,unknown,five,one,one
two,five,two,six,four,unknown,one,three,zero,two,three,five,two,one
one,five,two,three,six,unknown,one,five,two,three,one,seven,one,one
two,five,one,one,six,five,one,four,one,three,one,seven,one,one
one,five,one,two,six,five,one,unknown,zero,three,two,seven,one,one
two,one,four,four,four,five,two,four,two,one,one,seven,one,two
two,five,one,one,six,two,one,four,two,three,one,seven,one,one
two,four,seven,five,eight,unknown,one,one,zero,one,one,seven,one,two
one,three,five,two,three,five,one,one,zero,one,four,seven,one,seven
two,five,two,three,six,five,one,three,one,three,one,seven,one,eight
one,one,six,five,one,unknown,two,two,zero,one,two,three,one,eight
one,one,four,six,one,five,two,three,one,one,two,seven,one,eight
two,three,five,four,six,five,one,two,zero,two,three,seven,one,four
one,five,two,four,six,five,one,four,zero,three,one,seven,one,six
one,three,four,four,one,five,one,one,one,two,three,seven,one,seven
one,one,six,three,eight,five,one,two,zero,one,one,seven,one,six
two,five,two,four,five,two,one,four,one,two,one,seven,one,one
two,one,three,five,two,four,two,two,zero,two,three,seven,one,nine
two,five,two,two,two,five,one,two,zero,three,one,three,one,eight
one,one,three,four,seven,two,two,three,one,two,three,seven,one,seven
one,one,five,six,one,five,two,five,two,one,one,seven,unknown,eight
two,one,five,four,five,five,three,three,zero,one,one,seven,one,eight
one,five,two,four,two,five,one,three,zero,three,one,three,one,eight
one,five,three,four,three,four,one,one,zero,two,three,eight,one,six
one,one,seven,five,eight,five,three,three,two,one,one,seven,one,seven
two,one,six,six,eight,five,three,three,zero,one,one,seven,one,seven
one,three,five,four,one,five,one,two,one,one,one,seven,one,eight
two,one,three,five,four,five,two,two,zero,two,one,seven,one,six
two,one,three,three,one,five,two,two,zero,one,one,seven,one,nine
one,three,five,six,one,five,one,two,one,one,one,seven,one,eight
one,five,three,four,two,five,one,one,zero,unknown,three,seven,one,four
two,five,three,six,one,five,one,one,one,two,three,two,one,six
two,one,three,four,two,unknown,one,two,zero,one,one,seven,one,nine
two,five,two,five,seven,two,one,two,zero,two,three,seven,one,four
one,five,one,one,six,five,one,four,one,three,one,two,one,one
one,two,five,six,one,two,one,two,zero,one,two,seven,one,eight
one,one,four,four,one,five,two,two,zero,one,one,one,one,eight
one,one,four,four,one,three,two,four,two,one,one,seven,one,eight
two,five,two,three,two,three,one,one,zero,two,two,eight,one,one
one,one,six,four,eight,five,three,two,zero,one,one,seven,one,seven
one,five,four,four,one,five,one,one,zero,two,one,one,one,eight
two,one,four,five,one,four,two,four,two,one,one,seven,one,eight
one,one,four,five,two,five,two,three,one,two,one,seven,one,six
one,five,three,five,two,five,one,one,zero,two,two,seven,one,nine
two,one,three,three,five,five,three,three,one,one,two,seven,one,eight
two,five,two,two,six,four,one,four,zero,three,one,seven,one,one
one,four,six,four,seven,four,one,two,zero,one,one,seven,one,six
one,one,five,five,one,unknown,two,six,zero,two,three,two,one,eight
two,one,six,three,five,five,three,two,zero,one,one,seven,one,eight
one,two,three,three,three,four,two,two,zero,two,one,seven,one,two
one,one,five,six,one,five,two,four,one,one,one,seven,one,nine
two,one,five,six,one,five,two,four,one,one,one,seven,one,nine
one,five,two,four,six,four,one,six,zero,one,one,seven,one,one
two,unknown,five,five,one,five,two,three,zero,one,one,seven,one,six
one,one,seven,four,eight,five,three,two,zero,one,one,seven,one,eight
two,five,three,six,one,four,one,one,zero,two,one,seven,one,six
one,five,two,five,one,five,one,two,zero,one,one,seven,one,nine
two,five,six,six,one,five,one,one,zero,one,two,seven,one,seven
two,one,seven,five,eight,five,one,two,zero,one,one,seven,one,seven
two,four,seven,four,eight,five,one,one,zero,two,three,seven,one,four
two,one,three,six,one,five,two,three,one,one,one,seven,one,eight
one,five,two,three,four,unknown,one,four,two,three,one,seven,one,two
one,one,two,four,seven,unknown,two,three,one,one,three,seven,one,two
one,five,four,three,four,five,one,unknown,zero,three,unknown,seven,one,one
one,five,two,four,seven,three,one,one,zero,two,three,seven,one,two
two,one,three,three,one,two,two,two,zero,one,one,seven,one,nine
two,one,four,four,five,five,three,four,two,one,one,seven,one,nine
two,two,two,three,one,four,one,two,zero,two,one,seven,one,four
two,three,five,four,two,four,one,two,one,two,three,seven,one,three
two,five,two,two,six,five,one,four,zero,three,one,seven,one,one
one,one,five,five,one,five,two,two,zero,two,two,seven,one,eight
two,three,five,four,unknown,five,one,two,zero,two,one,seven,one,two
one,one,four,six,one,five,two,five,two,one,one,seven,one,six
two,two,three,five,one,three,two,two,zero,two,two,seven,one,nine
two,one,four,four,one,five,two,four,one,one,one,seven,one,six
one,three,two,one,seven,unknown,one,four,one,unknown,unknown,seven,one,one
two,four,six,three,five,five,one,one,zero,one,five,seven,one,seven
two,two,three,six,one,two,one,two,zero,two,three,seven,one,eight
two,one,four,five,one,five,two,three,one,one,one,three,one,eight
two,five,three,four,one,five,one,one,zero,two,one,seven,one,five
two,five,three,five,one,unknown,one,one,zero,two,three,five,one,five
two,four,six,four,eight,five,one,two,zero,one,one,seven,one,six
two,one,five,six,one,five,two,two,zero,one,one,seven,one,nine
two,five,three,six,one,four,one,three,zero,two,unknown,seven,one,five
one,one,six,four,one,five,three,two,zero,one,one,seven,one,eight
two,five,two,six,six,five,one,four,zero,three,one,seven,one,six
two,five,two,four,one,five,one,one,zero,three,one,seven,one,four
two,five,two,five,six,unknown,one,one,zero,two,five,seven,one,one
one,one,four,six,seven,two,three,four,two,two,one,seven,one,six
two,three,three,four,four,three,one,three,zero,one,one,seven,one,eight
one,one,four,five,two,two,two,two,zero,two,two,seven,one,eight
one,one,five,five,one,five,two,three,zero,one,one,seven,one,eight
one,one,five,four,one,five,two,two,zero,one,one,seven,one,eight
two,one,five,four,four,five,two,two,zero,one,one,seven,one,six
one,one,five,six,one,five,two,four,two,one,one,seven,one,nine
two,two,four,four,four,five,one,four,zero,one,one,seven,unknown,seven
two,one,three,five,two,two,two,two,zero,two,two,seven,one,eight
one,one,seven,four,eight,five,three,two,zero,one,one,seven,one,six
two,five,three,four,unknown,unknown,one,one,zero,two,three,seven,one,two
two,five,four,three,one,five,one,unknown,zero,two,one,five,one,three
two,five,two,three,two,five,one,one,zero,two,three,seven,one,two
two,one,six,five,five,five,three,two,zero,one,one,seven,one,eight
two,five,three,unknown,unknown,five,one,unknown,zero,two,unknown,seven,one,one
two,five,three,three,three,five,one,unknown,zero,two,three,seven,one,two
two,three,four,six,one,five,one,two,one,one,one,seven,one,nine
two,four,seven,four,eight,unknown,one,one,zero,one,three,seven,one,eight
two,one,three,five,two,unknown,two,four,two,two,two,seven,one,eight
one,one,four,six,one,five,two,four,two,one,one,seven,one,eight
two,five,two,three,six,three,one,three,zero,three,one,seven,one,nine
two,unknown,one,one,six,five,one,four,one,three,one,seven,one,one
two,five,one,unknown,six,five,one,three,one,three,one,seven,one,one
two,five,two,three,two,two,one,four,zero,three,one,seven,one,seven
two,three,three,three,four,five,one,two,zero,two,five,seven,one,three
two,three,two,four,two,five,one,three,zero,three,one,seven,one,one
two,three,five,three,one,unknown,one,two,zero,unknown,three,seven,one,four
two,one,six,three,four,five,two,unknown,two,unknown,one,one,one,eight
one,five,two,four,one,three,one,four,two,three,one,seven,one,one
one,one,three,six,one,three,two,three,one,two,three,five,one,seven
two,three,four,six,one,four,one,one,zero,one,one,seven,one,nine
one,five,three,six,one,five,one,one,zero,two,three,five,one,eight
two,five,three,four,four,two,one,one,zero,two,three,seven,one,two
two,five,two,four,one,three,one,three,zero,two,three,seven,one,two
two,one,four,five,one,five,two,four,two,two,three,seven,one,five
two,five,three,five,one,two,one,one,zero,one,two,seven,one,five
one,two,five,six,eight,five,one,two,zero,one,one,seven,one,eight
two,two,four,four,one,five,three,two,zero,one,one,seven,one,seven
two,one,three,four,five,three,two,four,two,two,three,seven,one,six
one,one,seven,four,eight,four,three,four,zero,one,one,seven,one,six
two,five,two,six,six,unknown,one,one,zero,two,three,seven,one,one
one,five,two,six,six,five,one,one,zero,two,one,seven,one,one
one,five,three,six,two,two,one,one,zero,two,two,five,one,seven
